time,latitude,longitude,depth,mag,magType,nst,gap,dmin,rms,net,id,updated,place,type,horizontalError,depthError,magError,magNst,status,locationSource,magSource
2018-02-14T22:33:53.670Z,-1.3091,120.6115,23.53,4.6,mb,,80,2.176,0.93,us,us2000d2df,2018-02-14T23:15:30.678Z,"13km NNW of Kasiguncu, Indonesia",earthquake,6,6.6,0.085,41,reviewed,us,us
2018-02-14T21:28:54.890Z,-1.2731,120.6135,10,4.9,mb,,60,2.169,0.74,us,us2000d2c0,2018-02-14T22:15:35.040Z,"17km NNW of Kasiguncu, Indonesia",earthquake,5.9,1.9,0.071,62,reviewed,us,us
2018-02-14T20:19:29.880Z,-9.8497,161.5963,47.9,4.8,mb,,107,1.676,0.94,us,us2000d29z,2018-02-14T23:53:43.040Z,"75km NNW of Kirakira, Solomon Islands",earthquake,10.4,6.8,0.074,56,reviewed,us,us
2018-02-14T14:57:33.770Z,-16.1974,177.9905,10,5,mb,,137,21.563,0.78,us,us2000d213,2018-02-14T16:02:59.040Z,"150km W of Lambasa, Fiji",earthquake,16.8,1.9,0.055,106,reviewed,us,us
2018-02-14T12:32:53.710Z,37.9481,72.7825,134.35,4.5,mb,,80,1.936,0.46,us,us2000d1yn,2018-02-14T12:47:33.040Z,"106km WSW of Murghob, Tajikistan",earthquake,7.4,7.9,0.121,20,reviewed,us,us
2018-02-14T08:35:35.020Z,15.6827,-95.4798,25.33,4.9,mb,,144,3.27,0.92,us,us2000d1wu,2018-02-16T23:52:24.060Z,"61km SSW of Salina Cruz, Mexico",earthquake,8.7,5.6,0.03,345,reviewed,us,us
2018-02-14T07:14:01.670Z,18.724,95.2511,81.37,4.7,mb,,136,2.637,0.59,us,us2000d1w1,2018-02-14T07:32:41.040Z,"10km SSE of Prome, Burma",earthquake,3.8,7.4,0.081,47,reviewed,us,us
2018-02-14T05:46:07.380Z,0.0035,97.3691,26.63,4.7,mb,,136,1.308,0.74,us,us2000d1v4,2018-02-14T13:48:36.191Z,"219km NW of Sikabaluan, Indonesia",earthquake,9.4,6.7,0.102,29,reviewed,us,us
2018-02-14T00:05:30.340Z,-5.9984,133.8029,10,5.5,mb,,45,3.172,0.85,us,us2000d1rb,2018-02-16T17:22:13.040Z,"52km WSW of Dobo, Indonesia",earthquake,7,1.9,0.055,114,reviewed,us,us
2018-02-13T20:19:45.240Z,-48.6847,123.616,10,4.8,mb,,129,16.455,0.8,us,us2000d1lz,2018-02-14T17:34:56.040Z,"Western Indian-Antarctic Ridge",earthquake,14.9,1.9,0.103,29,reviewed,us,us
2018-02-13T18:48:55.140Z,-2.8501,141.8046,36.51,5.1,mb,,55,5.614,0.55,us,us2000d1kj,2018-02-14T17:12:48.040Z,"59km ESE of Vanimo, Papua New Guinea",earthquake,6.4,6.8,0.05,127,reviewed,us,us
2018-02-13T16:59:20.190Z,13.8001,146.66,10,4.5,mb,,231,1.662,0.66,us,us2000d6y6,2018-02-27T21:59:20.040Z,"162km ESE of Rota, Northern Mariana Islands",earthquake,5.5,2,0.172,10,reviewed,us,us
2018-02-13T14:06:32.070Z,18.803,145.4961,223.12,4.5,mb,,99,3.553,0.59,us,us2000d1fw,2018-02-27T18:19:04.040Z,"18km WNW of Agrihan, Northern Mariana Islands",earthquake,9.9,7.6,0.051,111,reviewed,us,us
2018-02-13T13:25:08.120Z,31.092,138.2442,10,4.5,mb,,105,2.406,0.88,us,us2000d6y0,2018-02-27T17:38:09.040Z,"265km SW of Hachijo-jima, Japan",earthquake,7.6,1.9,0.104,27,reviewed,us,us
2018-02-13T05:35:00.040Z,1.6856,127.2472,123.64,4.9,mb,,108,0.915,0.72,us,us2000d1bc,2018-02-13T13:55:10.040Z,"84km W of Tobelo, Indonesia",earthquake,9.6,7.3,0.085,43,reviewed,us,us
2018-02-13T02:39:53.810Z,12.3644,93.1316,69.37,5.6,mb,,28,6.168,0.88,us,us2000d1a1,2018-02-13T17:11:43.040Z,"86km NNE of Bamboo Flat, India",earthquake,8.6,4.4,0.04,217,reviewed,us,us
2018-02-13T02:31:09.150Z,13.7393,146.3945,10,5.6,mb,,95,1.49,1.18,us,us2000d1a0,2018-02-13T16:54:39.040Z,"136km ESE of Rota, Northern Mariana Islands",earthquake,8.1,1.9,0.053,125,reviewed,us,us
2018-02-13T02:03:03.590Z,13.8221,146.4707,10,5.7,mww,,161,1.557,0.99,us,us2000d18y,2018-02-13T22:00:26.040Z,"141km ESE of Rota, Northern Mariana Islands",earthquake,8.7,1.9,0.071,19,reviewed,us,us
2018-02-13T01:18:51.920Z,13.9004,146.1171,41.02,4.9,mb,,205,1.252,1.06,us,us2000d18l,2018-02-13T03:18:43.040Z,"102km ESE of Rota, Northern Mariana Islands",earthquake,11.3,9.9,0.066,71,reviewed,us,us
2018-02-13T01:11:43.320Z,13.8511,146.4045,11.59,5.4,mb,,142,1.504,0.87,us,us2000d18h,2018-02-13T21:18:32.040Z,"134km ESE of Rota, Northern Mariana Islands",earthquake,7.9,6,0.072,65,reviewed,us,us
2018-02-13T00:50:54.960Z,-9.376,126.3634,35,4.5,mb,,52,2.101,0.99,us,us2000d18c,2018-02-13T01:22:55.040Z,"103km ESE of Ainaro, East Timor",earthquake,6.3,2,0.128,18,reviewed,us,us
2018-02-12T23:01:18.000Z,28.0721,128.0438,36.62,4.5,mb,,84,1.248,0.68,us,us2000d17a,2018-02-12T23:33:44.040Z,"145km WSW of Naze, Japan",earthquake,7.2,4.2,0.099,30,reviewed,us,us
2018-02-12T20:05:15.520Z,38.7399,144.6137,10,4.5,mb,,127,3.131,0.98,us,us2000d13w,2018-02-12T21:19:36.040Z,"243km ESE of Kamaishi, Japan",earthquake,6,1.9,0.073,55,reviewed,us,us
2018-02-12T14:27:02.290Z,-4.7166,154.3564,187.29,4.5,mb,,125,2.247,0.65,us,us2000d6f1,2018-02-25T19:43:04.040Z,"149km E of Taron, Papua New Guinea",earthquake,12.4,8.5,0.113,23,reviewed,us,us
2018-02-12T10:31:32.380Z,38.2234,115.8472,10,4.6,mb,,165,9.533,0.47,us,us2000d0va,2018-02-13T08:41:27.059Z,"56km NNE of Hengshui, China",earthquake,12.1,2,0.103,28,reviewed,us,us
2018-02-12T09:56:54.440Z,-2.0957,100.6143,67.05,4.6,mb,,170,2.443,0.68,us,us2000d0v9,2018-02-12T10:42:40.040Z,"82km S of Painan, Indonesia",earthquake,9,8.2,0.098,31,reviewed,us,us
2018-02-12T07:41:00.960Z,36.9281,71.5092,10,4.5,mb,,99,0.772,1.16,us,us2000d0uc,2018-02-12T11:10:43.040Z,"24km NNW of Ishkashim, Tajikistan",earthquake,4.6,1.9,0.113,23,reviewed,us,us
2018-02-12T02:48:37.280Z,-4.4142,143.62,109.8,4.8,mb,,87,4.419,0.75,us,us2000d0rb,2018-03-01T03:51:57.040Z,"62km SW of Angoram, Papua New Guinea",earthquake,9.6,7.8,0.05,124,reviewed,us,us
2018-02-12T02:41:01.880Z,-30.5626,-178.3676,10,4.5,mb,,156,1.367,0.93,us,us2000d6el,2018-03-01T00:16:05.040Z,"109km NNE of L'Esperance Rock, New Zealand",earthquake,12.5,1.9,0.157,12,reviewed,us,us
2018-02-12T02:01:34.120Z,11.5578,-60.4766,45.85,4.5,mb,,151,1.286,0.83,us,us2000d0qt,2018-02-28T23:22:38.040Z,"35km NNE of Roxborough, Trinidad and Tobago",earthquake,7.4,10.4,0.076,51,reviewed,us,us
2018-02-12T00:52:33.560Z,6.0927,133.6609,10,5,mb,,65,8.087,0.7,us,us2000d0qi,2018-02-12T01:15:40.040Z,"103km SSW of Angaur State, Palau",earthquake,8.7,1.8,0.047,145,reviewed,us,us
2018-02-11T23:44:22.130Z,15.6058,-92.8324,123.52,4.5,mb,,133,0.948,1.11,us,us2000d0qb,2018-02-24T03:10:43.040Z,"20km NNE of Mapastepec, Mexico",earthquake,7.2,5.6,0.041,175,reviewed,us,us
2018-02-11T23:14:15.080Z,13.8205,146.4377,10,6,mww,,15,1.542,0.73,us,us2000d0p1,2018-02-26T00:51:39.784Z,"138km ESE of Rota, Northern Mariana Islands",earthquake,7.2,1.7,0.057,30,reviewed,us,us
2018-02-11T21:06:22.900Z,-31.341,-176.2285,37.57,5.1,mb,,247,2.554,1.44,us,us2000d0mg,2018-02-11T21:23:24.040Z,"254km E of L'Esperance Rock, New Zealand",earthquake,11.5,8.4,0.122,22,reviewed,us,us
2018-02-11T18:06:39.000Z,-16.0804,-74.5875,49.57,4.6,mb,,140,4.619,1.3,us,us2000d0l2,2018-02-12T17:14:13.002Z,"71km S of Acari, Peru",earthquake,9.3,15.1,0.173,10,reviewed,us,us
2018-02-11T16:38:14.730Z,-20.919,-179.1396,631.16,5.5,mww,,90,8.362,0.69,us,us2000d0k7,2018-02-25T17:29:43.214Z,"54km WSW of Ndoi Island, Fiji",earthquake,12,6,0.089,12,reviewed,us,us
2018-02-11T15:51:13.650Z,-0.1595,123.2836,129.79,4.5,mb,,81,1.014,1.07,us,us2000d5xp,2018-02-25T16:21:22.040Z,"60km S of Bilungala, Indonesia",earthquake,7,4.3,0.084,42,reviewed,us,us
2018-02-11T15:19:01.640Z,6.1736,133.522,10,4.6,mb,,126,8.155,0.57,us,us2000d5xn,2018-02-21T21:55:00.040Z,"105km SW of Angaur State, Palau",earthquake,13.6,1.9,0.101,29,reviewed,us,us
2018-02-11T14:49:31.840Z,42.8508,145.6963,45.7,4.5,mb,,183,2.056,0.42,us,us2000d0jf,2018-02-21T21:12:34.040Z,"53km S of Nemuro, Japan",earthquake,4.7,10.6,0.128,18,reviewed,us,us
2018-02-11T10:29:23.410Z,8.1718,-83.0015,11.99,5.3,mww,,141,0.394,0.95,us,us2000d0ik,2018-02-23T09:19:59.509Z,"19km SW of Puerto Armuelles, Panama",earthquake,4.6,4.1,0.056,31,reviewed,us,us
2018-02-11T07:31:02.980Z,32.392,140.4726,10,4.8,mb,,92,0.91,1.16,us,us2000d0hg,2018-02-11T08:39:12.197Z,"99km SE of Hachijo-jima, Japan",earthquake,3.4,1.8,0.035,260,reviewed,us,us
2018-02-11T07:05:22.920Z,2.1482,128.4372,70.89,4.9,mb,,110,1.736,0.71,us,us2000d0hd,2018-02-11T07:28:05.040Z,"66km NE of Tobelo, Indonesia",earthquake,8.1,7.9,0.055,106,reviewed,us,us
2018-02-11T04:11:09.680Z,-16.6587,-74.1634,10,5.4,mww,,61,4.024,0.89,us,us2000d0gd,2018-02-28T05:37:54.725Z,"144km SSE of Acari, Peru",earthquake,7,1.7,0.052,35,reviewed,us,us
2018-02-11T00:10:32.550Z,-52.9736,10.3338,10,5,mb,,98,19.644,0.72,us,us2000d0fu,2018-02-28T04:14:40.040Z,"Southwest of Africa",earthquake,9.3,1.8,0.113,25,reviewed,us,us
2018-02-10T22:50:48.880Z,-3.8048,151.9177,267.98,5.8,mww,,16,0.455,0.83,us,us2000d0ex,2018-02-13T19:10:13.040Z,"51km NNW of Rabaul, Papua New Guinea",earthquake,8.3,4.6,0.06,27,reviewed,us,us
2018-02-10T20:03:04.590Z,36.0877,129.3073,10,4.7,mww,,35,1.558,0.66,us,us2000d0cy,2018-02-12T16:24:20.459Z,"4km SW of Heung-hai, South Korea",earthquake,4.5,1.8,0.078,16,reviewed,us,us
2018-02-10T16:08:32.260Z,18.4809,145.651,211.09,4.9,mb,,117,3.224,1.08,us,us2000d0ab,2018-02-10T16:23:14.040Z,"31km S of Agrihan, Northern Mariana Islands",earthquake,10.1,7.9,0.072,61,reviewed,us,us
2018-02-10T16:00:09.250Z,46.6646,155.3059,27.51,4.6,mb,,181,6.632,0.86,us,us2000d0as,2018-02-10T16:57:22.040Z,"East of the Kuril Islands",earthquake,12.5,7,0.056,95,reviewed,us,us
2018-02-10T15:27:32.790Z,-6.6993,150.3254,50.83,4.5,mb,,141,3.091,0.79,us,us2000d09v,2018-02-10T15:53:26.040Z,"101km ESE of Kandrian, Papua New Guinea",earthquake,9.3,8.2,0.135,16,reviewed,us,us
2018-02-10T11:04:14.250Z,15.1515,-92.2695,99.73,5,mww,,69,0.758,1.16,us,us2000d07k,2018-02-23T09:00:44.850Z,"18km NE of Huehuetan, Mexico",earthquake,7.7,3.9,0.061,26,reviewed,us,us
2018-02-10T09:45:20.760Z,-42.034,88.1544,10,4.9,mb,,60,24.711,0.47,us,us2000d06z,2018-02-10T10:08:54.040Z,"Southeast Indian Ridge",earthquake,11.2,1.9,0.093,36,reviewed,us,us
2018-02-10T06:48:10.580Z,-58.7024,-25.1918,10,4.6,mb,,175,15.875,0.34,us,us2000d5d1,2018-02-28T07:52:02.040Z,"84km ENE of Bristol Island, South Sandwich Islands",earthquake,12.1,1.9,0.152,13,reviewed,us,us
2018-02-10T00:31:18.600Z,-8.9508,117.1487,100.5,4.9,mb,,59,3,1.19,us,us2000d00q,2018-02-26T00:19:40.891Z,"36km ESE of Besisora, Indonesia",earthquake,6.5,5.6,0.082,46,reviewed,us,us
2018-02-09T23:59:24.230Z,-21.3996,-179.2817,604.22,5.6,mww,,18,7.907,0.79,us,us2000d004,2018-02-26T00:18:07.243Z,"102km SW of Ndoi Island, Fiji",earthquake,8,3.4,0.069,20,reviewed,us,us
2018-02-09T23:52:15.170Z,-5.0027,67.9743,10,4.6,mb,,64,5.054,0.92,us,us2000d4vg,2018-02-24T23:59:31.040Z,"Carlsberg Ridge",earthquake,10.1,1.9,0.091,36,reviewed,us,us
2018-02-09T22:53:12.320Z,-15.3723,-173.0365,10,5.1,mb,,38,1.897,0.9,us,us2000czzi,2018-02-25T23:47:42.040Z,"99km NE of Hihifo, Tonga",earthquake,8.2,1.7,0.028,430,reviewed,us,us
2018-02-09T19:55:13.910Z,51.6244,177.3083,34.19,5.1,mww,,66,1.269,0.83,us,us2000czsn,2018-02-20T01:16:26.190Z,"56km SSW of Kiska Volcano, Alaska",earthquake,8.3,3.6,0.086,13,reviewed,us,us
2018-02-09T18:43:09.380Z,24.019,121.8215,10,4.6,mb,,33,0.258,0.87,us,us2000czr7,2018-02-10T16:09:41.040Z,"22km ENE of Hualian, Taiwan",earthquake,2.6,1.7,0.062,76,reviewed,us,us
2018-02-09T17:43:37.240Z,18.632,-61.9848,43.62,5.2,mww,,26,1.185,0.73,us,us2000czp4,2018-02-10T18:18:36.040Z,"111km N of Codrington, Barbuda",earthquake,4.9,3.9,0.086,13,reviewed,us,us
2018-02-09T16:50:05.970Z,19.1343,-64.8455,25.01,4.5,mwr,,144,1.37,1.17,us,us2000czm4,2018-02-09T19:30:52.707Z,"83km NNW of Road Town, British Virgin Islands",earthquake,5.8,5,0.048,42,reviewed,us,us
2018-02-09T14:58:05.930Z,22.2796,100.9456,10,4.6,mb,,59,1.601,1.07,us,us2000czk0,2018-02-23T08:57:16.928Z,"38km NE of Jinghong, China",earthquake,6.1,1.9,0.075,53,reviewed,us,us
2018-02-09T14:05:48.210Z,18.9839,-104.6315,12,5.8,mww,,89,3.281,1.47,us,us2000czig,2018-02-23T08:50:47.805Z,"26km SSE of San Patricio, Mexico",earthquake,5,1.6,0.044,49,reviewed,us,us
2018-02-09T12:39:10.540Z,-23.933,-66.7565,202.19,4.5,mww,,38,1.63,1.36,us,us2000czh3,2018-02-09T13:06:10.040Z,"54km NW of San Antonio de los Cobres, Argentina",earthquake,7.4,6.9,0.073,18,reviewed,us,us
2018-02-09T11:43:56.070Z,-17.8875,-178.6641,545.18,5.9,mww,,35,7.715,0.73,us,us2000czgc,2018-02-14T15:04:56.277Z,"263km SE of Lambasa, Fiji",earthquake,9.9,6,0.058,29,reviewed,us,us
2018-02-09T11:00:38.750Z,32.795,111.7388,10,4.8,mb,,29,3.158,1.02,us,us2000czg8,2018-02-09T12:35:34.040Z,"34km WNW of Dengzhou, China",earthquake,7.6,1.9,0.05,123,reviewed,us,us
2018-02-09T09:18:06.220Z,-18.0575,-178.4513,598.08,4.5,mb,,74,8.148,1.03,us,us2000czf5,2018-02-09T10:07:30.040Z,"288km N of Ndoi Island, Fiji",earthquake,13.4,7.2,0.032,292,reviewed,us,us
2018-02-09T08:22:34.270Z,56.3576,-149.2464,15.18,4.5,mb,,139,2.315,1.28,us,us2000czef,2018-02-28T07:13:29.040Z,"249km SE of Kodiak, Alaska",earthquake,6.3,5,0.069,62,reviewed,us,us
2018-02-09T07:17:19.920Z,-0.0942,-18.1742,10,4.9,mb,,65,8.521,0.78,us,us2000czd7,2018-02-28T07:02:26.040Z,"Central Mid-Atlantic Ridge",earthquake,9.6,1.9,0.099,32,reviewed,us,us
2018-02-09T02:14:02.030Z,23.8936,121.6365,10,4.7,mb,,95,0.281,0.65,us,us2000cz9q,2018-02-09T02:45:43.040Z,"9km SSE of Hualian, Taiwan",earthquake,2.1,1.9,0.09,37,reviewed,us,us
2018-02-08T23:29:00.460Z,-3.1895,150.3416,10,4.7,mb,,40,2.072,0.88,us,us2000cz8q,2018-02-13T06:28:39.040Z,"84km SW of Kavieng, Papua New Guinea",earthquake,7.9,1.9,0.075,54,reviewed,us,us
2018-02-08T21:37:06.670Z,-37.437,-74.0637,10,4.6,mb,,136,0.98,0.79,us,us2000cz50,2018-02-13T06:23:19.686Z,"41km WNW of Lebu, Chile",earthquake,6.3,2,0.165,11,reviewed,us,us
2018-02-08T21:19:24.820Z,-37.4387,-73.9794,4.3,5.6,mww,,45,0.934,1.04,us,us2000cz4c,2018-02-24T05:16:48.382Z,"35km NW of Lebu, Chile",earthquake,5.3,2.5,0.066,22,reviewed,us,us
2018-02-08T20:58:48.310Z,32.8745,93.3826,10,4.8,mb,,35,3.704,0.94,us,us2000cz40,2018-02-28T20:10:43.040Z,"116km NNW of Zaindainxoi, China",earthquake,8.4,1.9,0.051,117,reviewed,us,us
2018-02-08T18:33:29.200Z,-6.0255,153.9908,12.69,5,mb,,64,2.575,1.24,us,us2000cyzy,2018-02-28T19:47:38.040Z,"168km W of Panguna, Papua New Guinea",earthquake,8.3,4.9,0.071,64,reviewed,us,us
2018-02-08T14:34:21.490Z,36.0189,139.2102,72.71,4.6,mb,,121,0.968,0.79,us,us2000cyv6,2018-02-10T12:59:44.475Z,"6km SW of Ogawa, Japan",earthquake,4.9,8.6,0.097,32,reviewed,us,us
2018-02-08T11:04:01.310Z,52.5675,-179.4521,211.02,5.6,mww,,25,1.42,1.05,us,us2000cysh,2018-02-17T01:32:22.417Z,"94km NE of Semisopochnoi Island, Alaska",earthquake,8.1,5.1,0.073,18,reviewed,us,us
2018-02-08T09:52:47.330Z,4.7512,96.2239,10,5.3,mww,,148,0.862,1.29,us,us2000cyrm,2018-02-09T02:47:40.084Z,"51km S of Reuleuet, Indonesia",earthquake,6.6,1.8,0.073,18,reviewed,us,us
2018-02-08T05:40:04.290Z,-17.6283,-69.5893,138.23,4.5,mb,,84,0.707,1.45,us,us2000cyp5,2018-02-08T06:23:13.040Z,"50km ESE of Tarata, Peru",earthquake,6.3,4.6,0.087,39,reviewed,us,us
2018-02-08T03:58:01.250Z,55.9897,-150.2306,18.52,4.8,mww,,143,2.093,0.86,us,us2000cynn,2018-02-26T23:10:08.967Z,"240km SE of Kodiak, Alaska",earthquake,6.4,3.6,0.048,42,reviewed,us,us
2018-02-08T03:06:03.350Z,23.9129,121.6509,10,4.7,mb,,140,0.264,0.47,us,us2000cyni,2018-02-08T05:30:48.748Z,"8km SSE of Hualian, Taiwan",earthquake,2,1.9,0.126,19,reviewed,us,us
2018-02-08T02:29:14.640Z,79.8071,2.0308,10,5.6,mww,,67,2.044,1.16,us,us2000cymg,2018-02-08T21:59:43.867Z,"Greenland Sea",earthquake,7.4,2,0.069,20,reviewed,us,us
2018-02-08T01:33:53.180Z,42.4595,146.8639,83.78,4.5,mb,,187,2.788,0.53,us,us2000cykb,2018-02-08T01:45:04.040Z,"142km SE of Nemuro, Japan",earthquake,8,13.1,0.107,26,reviewed,us,us
2018-02-08T00:54:16.710Z,23.8944,121.6418,6.13,5.2,mb,,83,0.281,0.83,us,us2000cyjq,2018-02-09T16:21:05.479Z,"9km SSE of Hualian, Taiwan",earthquake,4.3,3.7,0.051,125,reviewed,us,us
2018-02-07T22:28:41.090Z,-10.1368,118.7441,34.92,4.5,mb,,43,3.756,0.69,us,us2000cygt,2018-02-27T23:03:43.040Z,"61km SSW of Panenggoede, Indonesia",earthquake,7.8,6.1,0.079,47,reviewed,us,us
2018-02-07T21:49:29.550Z,-59.2119,-24.9221,10,4.6,mb,,84,15.355,1.02,us,us2000d3d7,2018-02-25T05:27:13.040Z,"93km ESE of Bristol Island, South Sandwich Islands",earthquake,13.3,1.9,0.122,20,reviewed,us,us
2018-02-07T20:59:48.070Z,-4.9198,144.5781,57.4,4.6,mb,,37,3.988,0.87,us,us2000cye7,2018-02-28T17:10:22.040Z,"110km NNE of Mount Hagen, Papua New Guinea",earthquake,9,6.6,0.06,84,reviewed,us,us
2018-02-07T20:22:57.860Z,1.4238,127.007,123.86,4.5,mb,,105,0.74,0.71,us,us2000cydt,2018-02-28T16:50:49.040Z,"81km NNW of Kota Ternate, Indonesia",earthquake,8,6.6,0.084,41,reviewed,us,us
2018-02-07T18:45:23.790Z,-17.9145,-178.5336,573.74,4.5,mb,,131,7.621,0.59,us,us2000cyba,2018-02-28T19:36:47.040Z,"276km SE of Lambasa, Fiji",earthquake,14.6,10.6,0.043,160,reviewed,us,us
2018-02-07T17:33:26.700Z,41.4786,144.1878,10,4.6,mb,,138,0.939,0.95,us,us1000cidt,2018-02-28T16:27:24.040Z,"166km S of Kushiro, Japan",earthquake,7.5,1.9,0.069,62,reviewed,us,us
2018-02-07T15:21:31.710Z,24.0739,121.7386,15,5.7,mww,,40,0.164,1.04,us,us1000ci9y,2018-02-28T03:47:06.553Z,"17km NE of Hualian, Taiwan",earthquake,4,1.7,0.055,32,reviewed,us,us
2018-02-07T14:19:20.760Z,23.9436,121.7443,10,4.6,mb,,67,0.266,0.74,us,us1000ci93,2018-02-25T07:30:23.040Z,"14km ESE of Hualian, Taiwan",earthquake,5.1,1.7,0.078,49,reviewed,us,us
2018-02-07T13:06:41.100Z,24.0304,121.7812,8.65,4.8,mww,,80,0.222,0.86,us,us1000ci8a,2018-02-25T07:10:27.376Z,"18km ENE of Hualian, Taiwan",earthquake,4.7,4.6,0.098,10,reviewed,us,us
2018-02-07T12:36:16.310Z,-29.1936,-72.7997,10,5.1,mww,,95,1.788,1.38,us,us1000ci7u,2018-02-08T00:31:35.368Z,"164km WNW of Coquimbo, Chile",earthquake,5,1.8,0.055,32,reviewed,us,us
2018-02-07T12:03:28.160Z,-20.6451,-178.1747,581.98,5.3,mb,,34,7.917,0.99,us,us1000ci7d,2018-02-07T12:23:53.040Z,"54km E of Ndoi Island, Fiji",earthquake,8.9,6.3,0.026,492,reviewed,us,us
2018-02-07T11:13:06.560Z,23.9447,121.7152,10,4.8,mb,,83,0.253,0.67,us,us1000ci6y,2018-02-07T11:36:48.040Z,"11km ESE of Hualian, Taiwan",earthquake,4.5,1.9,0.064,77,reviewed,us,us
2018-02-07T09:21:07.060Z,16.0076,-96.1569,10,4.6,mb,,166,2.778,0.84,us,us1000ci5h,2018-02-12T20:55:08.320Z,"12km NW of Santa Maria Xadani, Mexico",earthquake,3.1,1.9,0.03,327,reviewed,us,us
2018-02-07T07:23:08.490Z,-23.1134,179.1981,552.28,4.6,mb,,85,10.847,1,us,us1000ci3r,2018-02-07T07:40:52.040Z,"South of the Fiji Islands",earthquake,13.6,11.4,0.056,95,reviewed,us,us
2018-02-07T05:39:14.340Z,44.1059,148.0939,58.82,4.6,mb,,165,3.961,0.84,us,us1000ci3a,2018-02-07T07:15:56.040Z,"115km ENE of Shikotan, Russia",earthquake,10.1,8.7,0.046,145,reviewed,us,us
2018-02-07T03:36:19.330Z,24.0502,121.7286,10,4.8,mwr,,79,0.173,0.94,us,us1000ci2j,2018-02-07T03:53:14.040Z,"15km ENE of Hualian, Taiwan",earthquake,2.4,1.8,0.069,20,reviewed,us,us
2018-02-07T02:18:02.770Z,24.0456,121.7349,7.15,4.8,mwr,,79,0.18,0.67,us,us1000ci03,2018-02-28T01:23:00.288Z,"15km ENE of Hualian, Taiwan",earthquake,2.9,3.7,0.065,23,reviewed,us,us
2018-02-06T23:43:51.770Z,23.9887,121.6757,10,4.7,mb,,80,0.198,0.95,us,us1000chvf,2018-02-28T00:05:29.040Z,"7km E of Hualian, Taiwan",earthquake,2.8,1.8,0.078,49,reviewed,us,us
2018-02-06T23:24:08.290Z,23.9624,121.6022,10,4.6,mb,,94,0.21,0.69,us,us2000d39s,2018-02-28T00:02:36.040Z,"1km S of Hualian, Taiwan",earthquake,3.7,1.9,0.096,32,reviewed,us,us
2018-02-06T23:11:43.100Z,24.0484,121.7165,10,4.8,mb,,78,0.167,0.71,us,us1000chuk,2018-02-27T23:51:59.040Z,"13km NE of Hualian, Taiwan",earthquake,1.6,1.9,0.068,68,reviewed,us,us
2018-02-06T21:57:42.200Z,38.2183,72.4526,111.07,4.5,mb,,127,1.845,0.87,us,us2000d39q,2018-02-25T04:34:13.040Z,"88km E of Vanj, Tajikistan",earthquake,7.6,9.3,0.157,12,reviewed,us,us
2018-02-06T21:54:00.730Z,38.1608,72.5446,107.81,5,mb,,47,1.873,0.69,us,us1000chs5,2018-02-07T13:16:08.912Z,"98km ESE of Vanj, Tajikistan",earthquake,6.6,1.6,0.062,84,reviewed,us,us
2018-02-06T20:56:22.430Z,24.0492,121.7515,8.69,4.7,mww,,34,0.189,0.94,us,us1000chq1,2018-02-07T21:40:10.040Z,"16km ENE of Hualian, Taiwan",earthquake,3.2,2.6,0.103,9,reviewed,us,us
2018-02-06T19:47:11.780Z,-32.4839,-70.3773,105.22,4.5,mb,,82,0.315,0.81,us,us1000chmk,2018-02-07T19:25:43.371Z,"43km NNE of Los Andes, Chile",earthquake,5.5,5.7,0.127,19,reviewed,us,us
2018-02-06T19:36:35.580Z,23.9488,121.7778,8.45,4.9,mb,,41,0.279,0.7,us,us1000chmg,2018-02-07T19:09:07.040Z,"17km E of Hualian, Taiwan",earthquake,3.4,1.3,0.058,93,reviewed,us,us
2018-02-06T19:15:29.040Z,23.9552,121.7516,14,5.4,mww,,30,0.26,0.62,us,us1000chln,2018-02-07T18:11:25.147Z,"15km E of Hualian, Taiwan",earthquake,4,1.8,0.098,10,reviewed,us,us
2018-02-06T18:37:59.000Z,-18.9595,169.4843,243.65,5.6,mww,,25,4.104,0.87,us,us1000chl5,2018-02-07T16:27:16.063Z,"69km NNE of Isangel, Vanuatu",earthquake,7.5,2.7,0.063,24,reviewed,us,us
2018-02-06T18:07:38.370Z,24.0347,121.7645,6.65,5.2,mww,,35,0.207,0.87,us,us1000chjm,2018-02-07T16:22:35.495Z,"17km ENE of Hualian, Taiwan",earthquake,4.4,3.3,0.127,6,reviewed,us,us
2018-02-06T18:00:13.150Z,24.1017,121.7764,6.12,5.2,mww,,24,0.18,0.98,us,us1000chj0,2018-02-07T15:47:46.576Z,"22km NE of Hualian, Taiwan",earthquake,5.4,3.4,0.103,9,reviewed,us,us
2018-02-06T16:26:44.810Z,23.9479,121.6674,3.67,4.5,mb,,82,0.234,0.46,us,us2000d39g,2018-02-20T17:50:25.040Z,"7km ESE of Hualian, Taiwan",earthquake,3.4,1.8,0.116,22,reviewed,us,us
2018-02-06T16:17:57.920Z,23.9222,121.6571,10,5.1,mb,,82,0.256,0.67,us,us1000chhq,2018-02-20T22:41:10.616Z,"8km SE of Hualian, Taiwan",earthquake,4.9,1.8,0.055,108,reviewed,us,us
2018-02-06T15:50:43.300Z,24.1359,121.658,17,6.4,mww,,34,0.069,0.9,us,us1000chhc,2018-02-22T17:47:30.416Z,"18km NNE of Hualian, Taiwan",earthquake,2.6,1.6,0.047,44,reviewed,us,us
