time,latitude,longitude,depth,mag,magType,nst,gap,dmin,rms,net,id,updated,place,type,horizontalError,depthError,magError,magNst,status,locationSource,magSource
2018-02-25T03:27:25.490Z,-30.4997,-176.5047,12.86,4.8,mb,,35,1.759,0.74,us,us2000d7k8,2018-02-25T03:55:26.040Z,"191km SE of Raoul Island, New Zealand",earthquake,8.2,4.8,0.05,126,reviewed,us,us
2018-02-25T01:37:33.320Z,-15.6465,-175.0678,253.99,4.6,mb,,143,3.621,0.57,us,us2000d7js,2018-02-25T02:55:30.040Z,"145km WNW of Hihifo, Tonga",earthquake,6.2,11.2,0.104,28,reviewed,us,us
2018-02-24T21:25:38.480Z,-3.2377,130.7378,10,4.7,mb,,52,1.541,0.86,us,us2000d7ht,2018-02-24T22:35:43.040Z,"202km E of Amahai, Indonesia",earthquake,6.5,1.9,0.067,68,reviewed,us,us
2018-02-24T16:59:31.840Z,23.1322,125.6045,21.37,4.8,mb,,107,2.721,1.09,us,us2000d7fc,2018-02-24T17:18:19.040Z,"187km S of Hirara, Japan",earthquake,8.2,6.2,0.102,30,reviewed,us,us
2018-02-24T11:02:22.960Z,19.7901,120.3809,10,5.2,mww,,91,3.082,1.29,us,us2000d7d5,2018-02-25T18:47:52.103Z,"142km NNW of Pagudpud, Philippines",earthquake,7.7,1.8,0.073,18,reviewed,us,us
2018-02-24T10:02:33.900Z,2.0844,98.8216,10.59,5,mww,,83,0.613,1.2,us,us2000d7cu,2018-02-24T11:06:54.091Z,"22km ESE of Onan Ganjang, Indonesia",earthquake,5.8,3.1,0.08,15,reviewed,us,us
2018-02-24T08:35:45.880Z,34.5757,141.7711,28.76,5,mb,,124,2.185,0.74,us,us2000d7c6,2018-02-26T11:54:11.075Z,"147km ESE of Ohara, Japan",earthquake,7.3,5.7,0.068,68,reviewed,us,us
2018-02-24T06:51:15.220Z,-3.0904,86.5686,10,4.7,mb,,119,11.837,0.94,us,us2000d7bq,2018-02-24T07:07:32.040Z,"South Indian Ocean",earthquake,10.3,1.9,0.08,47,reviewed,us,us
2018-02-24T02:43:52.660Z,37.3345,141.3128,34.61,4.6,mb,,136,0.676,0.79,us,us2000d7av,2018-02-24T03:03:03.040Z,"32km ESE of Namie, Japan",earthquake,6.5,5.8,0.071,59,reviewed,us,us
2018-02-24T02:16:57.560Z,-21.4301,-179.2746,613.84,4.8,mb,,40,7.876,0.75,us,us2000d7ae,2018-02-24T02:33:30.040Z,"105km SW of Ndoi Island, Fiji",earthquake,6.1,8.6,0.047,141,reviewed,us,us
2018-02-24T01:50:53.520Z,12.7,-88.1942,58.21,4.9,mwr,,108,1.116,1.06,us,us2000d7a6,2018-02-24T19:37:06.206Z,"57km S of Chirilagua, El Salvador",earthquake,5.6,7.5,0.059,28,reviewed,us,us
2018-02-23T23:07:54.120Z,12.0589,-43.8606,10,4.8,mb,,108,11.091,0.75,us,us2000d76k,2018-02-24T00:07:41.040Z,"Northern Mid-Atlantic Ridge",earthquake,10.4,1.9,0.06,86,reviewed,us,us
2018-02-23T18:49:21.720Z,-34.5046,-72.2236,22.81,4.9,mb,,78,0.559,0.65,us,us2000d71v,2018-02-24T16:19:12.040Z,"79km W of Santa Cruz, Chile",earthquake,4,4.5,0.042,174,reviewed,us,us
2018-02-23T12:11:43.520Z,2.6969,-84.346,39.03,4.5,mb,,93,5.767,0.96,us,us2000d6uu,2018-02-23T18:19:41.389Z,"Off the coast of Central America",earthquake,8.1,9.7,0.052,108,reviewed,us,us
2018-02-23T10:42:33.250Z,-3.2052,130.739,17.15,4.5,mb,,53,1.534,0.76,us,us2000d6u9,2018-02-23T11:19:07.040Z,"203km E of Amahai, Indonesia",earthquake,2.7,5.6,0.094,33,reviewed,us,us
2018-02-23T10:22:01.190Z,39.5911,72.7362,48.52,4.5,mb,,52,1.548,1.02,us,us2000d6tz,2018-02-23T12:08:42.040Z,"46km WSW of Sary-Tash, Kyrgyzstan",earthquake,6.7,7.9,0.11,24,reviewed,us,us
2018-02-23T07:20:38.580Z,-5.3709,129.5641,190.76,4.6,mb,,66,3.114,0.82,us,us2000d6t4,2018-02-23T07:43:50.040Z,"223km SSE of Saparua, Indonesia",earthquake,8.1,8.3,0.092,35,reviewed,us,us
2018-02-23T05:43:41.650Z,16.3511,-97.5764,10,4.8,mb,,167,1.532,0.76,us,us2000d6sm,2018-02-26T09:06:44.995Z,"23km WNW of San Miguel Panixtlahuaca, Mexico",earthquake,7.6,1.9,0.029,372,reviewed,us,us
2018-02-23T03:31:16.239Z,55.5351,-158.8342,27.5,5,ml,,,,0.88,ak,ak18495894,2018-02-28T01:37:49.498Z,"68km SSW of Chignik Lake, Alaska",earthquake,,1.2,,,reviewed,ak,ak
2018-02-22T11:19:04.360Z,12.1274,-88.1997,10,4.7,mb,,166,1.257,0.78,us,us2000d6bt,2018-02-22T12:36:12.040Z,"106km SW of Jiquilillo, Nicaragua",earthquake,6.9,1.9,0.041,177,reviewed,us,us
2018-02-22T07:21:40.460Z,-3.1918,130.8411,10,5.3,mb,,48,1.431,0.85,us,us2000d6a6,2018-02-22T07:37:59.040Z,"214km E of Amahai, Indonesia",earthquake,7.3,1.8,0.051,130,reviewed,us,us
2018-02-22T07:19:28.290Z,-3.2537,130.7629,10,5.4,mww,,38,1.52,0.97,us,us2000d6a3,2018-02-22T15:27:10.040Z,"205km E of Amahai, Indonesia",earthquake,6.3,1.9,0.073,18,reviewed,us,us
2018-02-22T05:48:58.980Z,23.8125,-44.9506,10,5,mb,,87,17.445,1.02,us,us2000d69c,2018-02-23T00:29:43.040Z,"Northern Mid-Atlantic Ridge",earthquake,11,1.9,0.027,433,reviewed,us,us
2018-02-21T23:44:56.510Z,37.8553,20.3613,16.66,5,mb,,44,1.906,1.36,us,us2000d66w,2018-02-22T09:53:34.744Z,"35km W of Katastarion, Greece",earthquake,5.7,4.5,0.043,174,reviewed,us,us
2018-02-21T23:10:39.450Z,23.3971,121.6286,10,5,mwr,,172,0.304,0.47,us,us2000d669,2018-02-25T18:33:44.895Z,"64km S of Hualian, Taiwan",earthquake,2.2,2,0.066,22,reviewed,us,us
2018-02-21T22:09:17.440Z,14.3741,147.0227,10,4.8,mb,,71,1.471,1.03,us,us2000d657,2018-02-21T22:32:56.040Z,"164km ESE of JP Tinian Town pre-WW2, Northern Mariana Islands",earthquake,6,1.9,0.065,73,reviewed,us,us
2018-02-21T16:11:35.380Z,15.2681,-94.1409,52.34,4.7,mwr,,144,2.176,0.84,us,us2000d5wp,2018-02-22T07:53:33.040Z,"89km SSW of Paredon, Mexico",earthquake,7.6,6.9,0.061,26,reviewed,us,us
2018-02-21T14:53:07.630Z,-7.0926,129.4005,162.17,4.5,mb,,81,2.079,0.78,us,us2000d5vp,2018-02-22T09:27:14.040Z,"231km WNW of Saumlaki, Indonesia",earthquake,7.6,8.7,0.085,40,reviewed,us,us
2018-02-21T13:41:48.800Z,-37.2062,178.8599,36.21,4.7,mb,,192,0.566,1.17,us,us2000d5v7,2018-02-21T14:32:20.893Z,"169km NE of Opotiki, New Zealand",earthquake,10.7,7.2,0.123,20,reviewed,us,us
2018-02-21T13:13:25.580Z,-41.3257,-86.554,10,4.6,mb,,157,11.625,0.89,us,us2000d5uy,2018-02-21T13:30:13.040Z,"West Chile Rise",earthquake,14.6,1.9,0.111,24,reviewed,us,us
2018-02-21T10:27:55.070Z,-52.9015,9.9397,10,5.2,mb,,54,19.665,0.78,us,us2000d5tm,2018-02-21T10:47:07.040Z,"Southwest of Africa",earthquake,8.8,1.9,0.088,43,reviewed,us,us
2018-02-21T07:37:06.280Z,-4.2256,143.5776,134.72,4.7,mb,,70,4.359,0.92,us,us2000d5rx,2018-02-21T08:23:55.040Z,"57km WSW of Angoram, Papua New Guinea",earthquake,9.2,7.6,0.053,107,reviewed,us,us
2018-02-21T07:18:54.720Z,50.2076,155.237,140.26,4.8,mb,,136,3.284,0.61,us,us2000d5rs,2018-02-21T08:27:10.040Z,"82km SW of Severo-Kuril'sk, Russia",earthquake,11,7.6,0.038,217,reviewed,us,us
2018-02-21T01:44:42.560Z,-10.4646,115.5267,35,4.5,mb,,83,2.401,0.8,us,us2000d5p0,2018-02-21T02:19:11.543Z,"185km SSE of Kangin, Indonesia",earthquake,8.2,2,0.163,11,reviewed,us,us
2018-02-21T01:07:09.750Z,-18.9479,-69.2793,110.49,4.7,mww,,41,0.646,1.31,us,us2000d5nf,2018-02-21T12:21:16.503Z,"88km SSE of Putre, Chile",earthquake,6.7,4.5,0.071,19,reviewed,us,us
2018-02-21T00:33:10.630Z,-10.5016,120.356,51.94,4.5,mb,,42,2.623,0.79,us,us2000d5n4,2018-02-21T01:12:10.040Z,"36km SSW of Mbulung, Indonesia",earthquake,6.9,5.7,0.094,33,reviewed,us,us
2018-02-21T00:04:13.320Z,-0.7615,127.2178,65.9,4.9,mb,,85,1.53,0.63,us,us2000d5my,2018-02-21T00:21:26.040Z,"82km NW of Laiwui, Indonesia",earthquake,2.9,8.4,0.092,37,reviewed,us,us
2018-02-20T17:04:58.300Z,-20.8016,-174.0669,10,5,mb,,118,7.194,0.68,us,us2000d5g4,2018-02-21T19:17:17.040Z,"109km ENE of `Ohonua, Tonga",earthquake,12,1.9,0.061,87,reviewed,us,us
2018-02-20T15:02:07.360Z,-56.263,-27.5255,103.51,5.2,mb,,51,5.494,0.75,us,us2000d5d6,2018-02-20T15:46:36.040Z,"52km NNW of Visokoi Island, South Georgia and the South Sandwich Islands",earthquake,9.5,4.9,0.065,78,reviewed,us,us
2018-02-20T14:09:57.930Z,24.4672,100.8375,10,4.7,mb,,86,3.369,0.72,us,us2000d5bt,2018-02-20T15:01:52.040Z,"4km NNE of Jinping, China",earthquake,7.7,1.9,0.055,102,reviewed,us,us
2018-02-20T09:38:59.310Z,-25.3148,-70.5873,40.84,5,mww,,107,0.705,1.26,us,us2000d59b,2018-02-20T14:34:28.050Z,"14km NW of Taltal, Chile",earthquake,2.3,5.7,0.073,18,reviewed,us,us
2018-02-20T09:29:26.550Z,1.4963,124.4129,210.31,4.9,mb,,74,3.039,1.05,us,us2000d598,2018-02-20T09:45:21.040Z,"48km W of Manado, Indonesia",earthquake,8.1,6.8,0.081,48,reviewed,us,us
2018-02-20T07:59:45.310Z,-4.9709,151.8934,95.97,5,mb,,60,0.82,1.26,us,us2000d58j,2018-02-20T08:19:21.040Z,"79km SSW of Kokopo, Papua New Guinea",earthquake,8,6,0.048,135,reviewed,us,us
2018-02-20T07:08:01.420Z,-16.6,-69.696,177.6,4.6,mb,,114,1.533,1.29,us,us2000d57q,2018-02-20T07:28:09.040Z,"49km SSW of Juli, Peru",earthquake,7.2,5.3,0.068,65,reviewed,us,us
2018-02-20T06:28:46.880Z,15.6315,-94.7292,51.42,4.8,mb,,137,2.576,1.25,us,us2000d578,2018-02-20T11:19:02.252Z,"67km S of San Francisco del Mar, Mexico",earthquake,8.5,7.9,0.03,335,reviewed,us,us
2018-02-20T05:58:20.670Z,2.8225,133.2144,10,4.8,mb,,106,5.784,0.81,us,us2000d565,2018-02-20T07:01:38.040Z,"Palau region",earthquake,9.1,1.9,0.09,38,reviewed,us,us
2018-02-20T05:57:01.070Z,2.7311,133.125,10,4.7,mb,,103,5.68,1.19,us,us2000d55n,2018-02-20T06:21:39.040Z,"Palau region",earthquake,6.8,1.9,0.085,42,reviewed,us,us
2018-02-20T01:30:07.640Z,75.9994,7.1972,10,4.7,mb,,91,3.003,0.94,us,us2000d525,2018-02-20T01:48:18.040Z,"Greenland Sea",earthquake,7.7,1.9,0.052,114,reviewed,us,us
2018-02-20T00:53:04.480Z,-0.3722,-19.8699,10,5.3,mww,,99,14.951,0.8,us,us2000d51n,2018-02-20T01:12:08.040Z,"Central Mid-Atlantic Ridge",earthquake,10.4,1.9,0.073,18,reviewed,us,us
2018-02-20T00:39:03.710Z,53.5433,-164.8308,41.26,4.8,mb,,65,0.814,1.13,us,us2000d51e,2018-02-28T20:52:44.722Z,"90km SE of Akutan, Alaska",earthquake,8.6,6.7,0.038,214,reviewed,us,us
2018-02-19T22:05:56.420Z,84.7613,-4.4774,10,4.5,mb,,53,6.275,0.64,us,us2000d4z8,2018-02-23T02:56:14.040Z,"North of Svalbard",earthquake,9.3,1.9,0.044,153,reviewed,us,us
2018-02-19T20:54:29.720Z,12.3663,-89.5138,10,4.5,mb,,169,1.341,1.31,us,us2000d4xl,2018-02-20T19:21:50.040Z,"125km S of La Libertad, El Salvador",earthquake,8.3,2,0.075,52,reviewed,us,us
2018-02-19T20:48:28.730Z,5.9366,126.7617,139.94,4.5,mb,,121,1.627,0.75,us,us2000d4xz,2018-02-20T19:22:26.040Z,"79km SE of Pondaguitan, Philippines",earthquake,9.7,4.2,0.083,42,reviewed,us,us
2018-02-19T19:20:45.250Z,35.9965,44.8701,10,4.5,mb,,64,1.118,0.82,us,us2000d4wi,2018-02-20T17:43:10.040Z,"23km ESE of Kuysinjaq, Iraq",earthquake,4.8,1.9,0.07,59,reviewed,us,us
2018-02-19T18:16:05.270Z,19.4033,-108.4883,10,4.6,mb,,185,4.471,1.08,us,us2000d4up,2018-02-20T16:56:20.040Z,"270km ENE of Socorro Island, Mexico",earthquake,8.3,1.9,0.033,272,reviewed,us,us
2018-02-19T14:47:01.590Z,24.5863,121.6407,57.48,5,mb,,54,0.255,0.98,us,us2000d4r5,2018-02-23T00:43:12.040Z,"21km W of Su'ao, Taiwan",earthquake,5.3,4.4,0.048,136,reviewed,us,us
2018-02-19T11:02:00.120Z,34.3064,45.3878,10,4.6,mb,,100,0.853,1.12,us,us2000d4pf,2018-02-20T08:13:37.286Z,"46km WSW of Sarpol-e Zahab, Iran",earthquake,5.6,1.9,0.07,62,reviewed,us,us
2018-02-19T10:38:36.060Z,-4.7584,132.4402,28.58,5.3,mb,,95,1.837,1,us,us2000d4p2,2018-02-21T20:15:34.040Z,"106km NNW of Tual, Indonesia",earthquake,6.6,4.5,0.102,32,reviewed,us,us
2018-02-19T08:56:23.810Z,-15.8631,-74.0572,53.97,4.6,mb,,145,4.706,0.88,us,us2000d4mq,2018-02-19T09:10:58.040Z,"76km SE of Acari, Peru",earthquake,7.2,8.5,0.083,43,reviewed,us,us
2018-02-19T08:29:14.400Z,-4.4762,-103.873,10,4.5,mb,,203,14.087,0.61,us,us2000d4mf,2018-02-19T08:45:43.040Z,"Central East Pacific Rise",earthquake,12.3,2,0.099,30,reviewed,us,us
2018-02-19T06:57:01.830Z,16.4993,-97.579,40.17,5.9,mww,,120,1.418,0.93,us,us2000d4lg,2018-02-24T19:31:15.636Z,"32km NE of Santa Catarina Mechoacan, Mexico",earthquake,6.9,5.1,0.05,39,reviewed,us,us
2018-02-19T06:32:26.530Z,66.3642,-17.5375,10,4.5,mb,,104,2.262,0.89,us,us2000d4l6,2018-02-19T14:45:47.040Z,"36km NNW of Husavik, Iceland",earthquake,4,1.9,0.084,41,reviewed,us,us
2018-02-19T05:38:52.000Z,66.4843,-17.8018,10,5,mb,,58,2.276,1.08,us,us2000d4k6,2018-02-19T18:16:23.260Z,"53km NNW of Husavik, Iceland",earthquake,6.6,0.8,0.027,448,reviewed,us,us
2018-02-19T05:34:16.540Z,66.4335,-17.8462,10,4.8,mb,,66,2.226,1.21,us,us2000d4k4,2018-02-19T14:38:24.040Z,"48km NNW of Husavik, Iceland",earthquake,6,1.9,0.035,250,reviewed,us,us
2018-02-19T01:50:36.730Z,4.0988,-76.6073,102.6,4.8,mb,,63,2.396,0.97,us,us2000d4he,2018-02-20T16:33:05.894Z,"32km NNW of Restrepo, Colombia",earthquake,7.4,6.5,0.033,279,reviewed,us,us
2018-02-18T18:31:36.010Z,32.7615,132.1441,47.78,4.9,mww,,60,1.125,1.14,us,us2000d4a3,2018-02-19T14:48:39.835Z,"30km SE of Saiki, Japan",earthquake,5.6,6.3,0.073,18,reviewed,us,us
2018-02-18T16:16:38.610Z,-41.0769,42.9468,10,4.8,mb,,73,8.379,0.79,us,us2000d48s,2018-02-28T17:55:24.040Z,"Prince Edward Islands region",earthquake,11.7,1.8,0.139,20,reviewed,us,us
2018-02-18T15:14:30.460Z,7.6069,-78.7771,10,4.5,mb,,102,1.871,0.76,us,us2000d47k,2018-02-28T16:51:16.040Z,"67km W of Jaque, Panama",earthquake,7.3,1.9,0.093,34,reviewed,us,us
2018-02-18T14:55:33.830Z,7.5807,-78.828,10,5.1,mb,,54,1.865,0.84,us,us2000d47c,2018-02-28T16:50:08.978Z,"72km W of Jaque, Panama",earthquake,5.1,1.8,0.031,348,reviewed,us,us
2018-02-18T10:01:41.790Z,37.1463,140.1669,106.59,4.6,mb,,115,0.875,0.71,us,us2000d45b,2018-02-19T07:10:46.712Z,"22km NNE of Kuroiso, Japan",earthquake,6.6,6.7,0.065,70,reviewed,us,us
2018-02-18T07:43:46.400Z,-39.9462,176.2841,18.69,4.7,mwr,,96,0.733,1.12,us,us2000d43z,2018-02-19T10:48:29.009Z,"59km SW of Hastings, New Zealand",earthquake,4.1,4.1,0.049,40,reviewed,us,us
2018-02-18T07:26:56.060Z,-6.0345,147.3428,95.4,4.6,mb,,81,3.353,0.97,us,us2000d43u,2018-02-18T07:45:31.040Z,"85km NNE of Lae, Papua New Guinea",earthquake,8.7,8.7,0.101,29,reviewed,us,us
2018-02-18T07:04:43.910Z,-6.0462,100.7918,10.84,4.9,mb,,100,2.729,0.82,us,us2000d43n,2018-02-21T06:55:55.482Z,"297km SSW of Bengkulu, Indonesia",earthquake,7.6,4.3,0.072,60,reviewed,us,us
2018-02-18T04:47:21.860Z,-4.9053,130.486,115.18,5,mww,,17,2.643,0.92,us,us2000d42b,2018-02-18T21:57:08.040Z,"246km SE of Amahai, Indonesia",earthquake,6.5,4.5,0.073,18,reviewed,us,us
2018-02-18T03:44:13.020Z,32.3208,105.2472,16.66,4.8,mb,,47,4.167,0.75,us,us2000d41s,2018-02-18T05:58:16.040Z,"4km WNW of Qifo, China",earthquake,8.5,3.9,0.049,129,reviewed,us,us
2018-02-18T02:54:54.470Z,-58.5765,-25.9211,62.28,5.3,mb,,27,7.265,0.81,us,us2000d41i,2018-02-26T02:23:44.040Z,"61km NE of Bristol Island, South Sandwich Islands",earthquake,9.2,4.5,0.051,127,reviewed,us,us
2018-02-18T00:25:40.460Z,-6.299,154.2172,10,4.6,mb,,62,2.926,0.75,us,us2000d40g,2018-02-18T00:46:33.040Z,"140km W of Panguna, Papua New Guinea",earthquake,4.3,1.9,0.103,28,reviewed,us,us
2018-02-17T21:30:45.100Z,16.6266,-97.7892,20.78,5.1,mww,,154,1.191,0.79,us,us2000d3yq,2018-02-19T07:14:47.266Z,"25km SE of Santa Maria Zacatepec, Mexico",earthquake,8.5,4.8,0.066,22,reviewed,us,us
2018-02-17T18:56:27.200Z,-8.9446,110.9868,63.1,4.9,mb,,53,1.123,0.78,us,us2000d3xf,2018-02-22T14:50:08.581Z,"88km SSW of Sukorejo, Indonesia",earthquake,6.2,6.3,0.075,56,reviewed,us,us
2018-02-17T15:13:57.550Z,-6.3576,154.3482,33.02,5,mww,,64,3.06,1.12,us,us2000d3va,2018-02-17T15:35:54.040Z,"125km W of Panguna, Papua New Guinea",earthquake,5.1,5.9,0.073,18,reviewed,us,us
2018-02-17T08:32:14.120Z,-0.776,133.8341,37.14,4.6,mb,,116,2.653,0.77,us,us2000d3t8,2018-02-17T15:39:44.686Z,"29km WNW of Manokwari, Indonesia",earthquake,10.3,7.5,0.089,38,reviewed,us,us
2018-02-17T05:31:00.760Z,3.174,126.8191,57.94,4.7,mb,,106,2.448,0.98,us,us2000d3rh,2018-02-17T05:58:42.040Z,"207km NW of Tobelo, Indonesia",earthquake,9.9,8.5,0.082,45,reviewed,us,us
2018-02-17T05:18:29.930Z,-53.3789,25.5868,10,5,mb,,74,20.658,0.43,us,us2000d3r2,2018-02-17T05:38:30.040Z,"South of Africa",earthquake,7.3,1.9,0.089,40,reviewed,us,us
2018-02-17T03:54:44.190Z,16.4307,-97.5148,10,5,mb,,147,1.509,1.11,us,us2000d3ql,2018-02-17T21:49:07.292Z,"24km NW of San Miguel Panixtlahuaca, Mexico",earthquake,8.5,1.9,0.027,437,reviewed,us,us
2018-02-17T01:55:41.590Z,-7.5909,128.1083,127.32,4.9,mb,,33,3.185,0.98,us,us2000d3q5,2018-02-17T02:13:35.040Z,"299km ENE of Dili, East Timor",earthquake,6.5,7,0.08,50,reviewed,us,us
2018-02-17T00:36:53.650Z,16.2069,-97.7509,8.87,5.8,mww,,143,1.558,1.17,us,us2000d3m0,2018-02-19T07:37:08.440Z,"10km SE of Santiago Jamiltepec, Mexico",earthquake,7.2,4,0.073,18,reviewed,us,us
2018-02-17T00:28:27.760Z,-9.4678,117.6874,78.74,4.7,mb,,52,3.63,0.78,us,us2000d3lw,2018-02-17T01:09:51.449Z,"74km S of Pisangkemeng, Indonesia",earthquake,7.5,7.5,0.073,56,reviewed,us,us
2018-02-17T00:25:16.370Z,18.8225,-73.6053,12.81,4.6,mb,,37,1.273,0.76,us,us2000d3lu,2018-02-18T02:41:24.957Z,"34km NNW of Petit Trou de Nippes, Haiti",earthquake,5.5,4.4,0.038,212,reviewed,us,us
2018-02-16T23:39:42.210Z,16.6459,-97.653,24.65,7.2,mww,,80,1.262,1.37,us,us2000d3km,2018-02-27T05:00:15.380Z,"37km NE of Pinotepa de Don Luis, Mexico",earthquake,5,2.4,0.073,18,reviewed,us,us
2018-02-16T21:53:23.030Z,14.5477,146.7728,54.16,4.7,mb,,122,1.174,0.67,us,us2000d3j0,2018-02-16T22:34:58.040Z,"131km SE of Saipan, Northern Mariana Islands",earthquake,10,8,0.06,84,reviewed,us,us
2018-02-16T16:46:36.220Z,32.9748,140.1006,135.79,4.5,mb,,128,0.278,1.07,us,us2000d3aj,2018-02-16T17:09:34.040Z,"30km ESE of Hachijo-jima, Japan",earthquake,8.8,4.4,0.099,30,reviewed,us,us
2018-02-16T13:28:11.440Z,-7.7241,106.4171,63.13,4.6,mb,,70,2.841,1.31,us,us2000d37h,2018-02-16T15:24:30.903Z,"41km SSW of Cibungur, Indonesia",earthquake,6.1,9.1,0.102,29,reviewed,us,us
2018-02-16T11:50:33.480Z,-29.3515,-69.4711,108.29,4.7,mww,,50,0.826,1.18,us,us2000d362,2018-02-16T12:18:22.634Z,"120km NW of San Jose de Jachal, Argentina",earthquake,7.3,6.3,0.073,18,reviewed,us,us
2018-02-16T11:43:32.690Z,13.001,-90.2614,28.85,4.9,mb,,152,1.212,1.2,us,us2000d364,2018-02-16T12:17:06.040Z,"80km SW of Acajutla, El Salvador",earthquake,7,6.2,0.026,450,reviewed,us,us
2018-02-16T11:01:27.470Z,12.7222,-88.0969,64.18,4.9,mb,,84,1.021,1.22,us,us2000d35e,2018-02-16T11:42:56.040Z,"52km S of Intipuca, El Salvador",earthquake,6.3,5,0.026,471,reviewed,us,us
2018-02-16T10:03:05.690Z,85.3247,92.1222,10,5.1,mb,,40,14.719,1.01,us,us2000d34y,2018-02-16T10:25:58.040Z,"North of Severnaya Zemlya",earthquake,10.8,1.9,0.038,221,reviewed,us,us
2018-02-16T08:40:21.900Z,-4.0935,129.5341,43.63,5.3,mb,,41,2.95,0.6,us,us2000d344,2018-02-17T17:44:04.040Z,"108km SE of Amahai, Indonesia",earthquake,7.1,7.1,0.066,76,reviewed,us,us
2018-02-16T08:01:26.640Z,-5.902,-80.9766,25,4.7,mb,,119,1.831,0.88,us,us2000d33r,2018-02-16T13:33:04.958Z,"41km SSW of Sechura, Peru",earthquake,8.4,6.6,0.077,52,reviewed,us,us
2018-02-16T07:56:07.650Z,-22.5545,-178.1999,351.32,4.8,mb,,105,6.667,0.84,us,us2000d33l,2018-02-16T08:12:08.040Z,"217km SSE of Ndoi Island, Fiji",earthquake,12.5,8.5,0.072,59,reviewed,us,us
2018-02-16T05:13:05.320Z,-7.6445,105.8817,30.82,4.8,mb,,58,2.827,0.83,us,us2000d31t,2018-02-16T05:35:39.040Z,"70km WSW of Gunungbatu, Indonesia",earthquake,6.5,5.5,0.08,48,reviewed,us,us
2018-02-16T02:28:53.950Z,14.4627,146.9231,12.18,5,mb,,37,1.342,0.48,us,us2000d30v,2018-02-16T03:20:34.040Z,"150km ESE of Saipan, Northern Mariana Islands",earthquake,9.3,4.2,0.042,176,reviewed,us,us
2018-02-16T01:54:44.960Z,15.8171,-94.871,49.11,4.6,mwr,,144,2.669,0.97,us,us2000d30g,2018-02-17T00:56:38.430Z,"44km SSE of San Mateo del Mar, Mexico",earthquake,8.4,7.9,0.098,10,reviewed,us,us
2018-02-16T01:03:28.600Z,12.5039,-87.6284,80.76,4.7,mb,,152,0.596,0.83,us,us2000d303,2018-02-16T01:49:50.040Z,"32km SW of Jiquilillo, Nicaragua",earthquake,6.1,6.3,0.028,381,reviewed,us,us
2018-02-16T00:18:54.040Z,-5.7796,-81.0561,25.5,4.5,mwr,,118,1.779,0.85,us,us2000d2zi,2018-02-26T01:39:59.235Z,"35km SW of Sechura, Peru",earthquake,5.6,4.5,0.083,14,reviewed,us,us
2018-02-16T00:00:15.380Z,51.6903,-176.8199,50.86,5.2,mww,,84,0.21,0.89,us,us2000d2yz,2018-02-26T01:35:53.759Z,"23km SSW of Adak, Alaska",earthquake,6.3,3.9,0.05,39,reviewed,us,us
2018-02-15T23:36:21.650Z,-27.8091,-71.6736,10.13,4.6,mwr,,117,0.66,1.09,us,us2000d2yd,2018-02-16T00:06:52.040Z,"123km NW of Vallenar, Chile",earthquake,3.1,4.5,0.029,118,reviewed,us,us
2018-02-15T20:41:53.440Z,-4.9126,102.9962,59.57,4.5,mb,,116,0.549,1.02,us,us2000d2v3,2018-02-20T22:46:16.040Z,"91km W of Kuripan, Indonesia",earthquake,9.6,5.5,0.07,60,reviewed,us,us
2018-02-15T18:45:45.900Z,56.1719,-149.3706,11.21,4.5,mb,,171,2.387,0.83,us,us2000d2sf,2018-02-27T02:56:27.661Z,"257km SE of Kodiak, Alaska",earthquake,7,6.1,0.204,7,reviewed,us,us
2018-02-15T15:39:55.210Z,-3.5911,144.5666,32.46,4.7,mb,,50,3.191,0.95,us,us2000d2mx,2018-02-16T15:36:40.040Z,"76km NE of Angoram, Papua New Guinea",earthquake,9.3,5.8,0.065,73,reviewed,us,us
2018-02-15T11:40:05.770Z,-5.2723,151.3959,121.33,5.2,mww,,65,1.318,0.79,us,us2000d2kz,2018-02-17T18:59:51.040Z,"140km SW of Kokopo, Papua New Guinea",earthquake,8.7,6.2,0.073,18,reviewed,us,us
2018-02-15T10:17:27.640Z,35.7732,82.2256,32.65,4.7,mb,,72,6.876,1.27,us,us2000d2kb,2018-02-15T10:42:09.040Z,"253km SE of Hotan, China",earthquake,7.7,4.8,0.071,60,reviewed,us,us
2018-02-15T09:31:16.590Z,-22.3707,-176.1207,9.31,5,mb,,43,6.658,0.5,us,us2000d2k8,2018-02-15T10:24:57.040Z,"160km SW of Vaini, Tonga",earthquake,6.3,3.7,0.048,138,reviewed,us,us
2018-02-15T08:27:22.050Z,-0.0699,-17.8353,10,5.6,mww,,79,14.579,0.62,us,us2000d2jg,2018-02-16T16:52:41.040Z,"North of Ascension Island",earthquake,10.5,1.9,0.068,21,reviewed,us,us
2018-02-15T08:08:55.060Z,-3.0967,148.2815,10,5.3,mb,,78,1.389,1.21,us,us2000d2jc,2018-02-17T17:28:05.040Z,"163km SE of Lorengau, Papua New Guinea",earthquake,7.9,1.9,0.064,81,reviewed,us,us
2018-02-14T23:58:53.850Z,34.906,86.9784,10,4.7,mb,,67,6.927,0.43,us,us2000d2f6,2018-02-15T00:19:57.040Z,"Western Xizang",earthquake,9,1.9,0.069,64,reviewed,us,us
